category,question,answer
Accounts,My university account is locked out? (instance 716),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Virtual Labs,The virtual desktop is running slowly? (instance 717),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 718)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 719),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Google Workspace,How do I share a document in Google Drive? (instance 720),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Moodle,I cannot log in to Moodle? (instance 721),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Moodle,Moodle is not loading or running slowly? (instance 722),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Virtual Labs,The virtual desktop is running slowly? (instance 723),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Moodle,Moodle is not loading or running slowly? (instance 724),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Virtual Labs,The virtual desktop is running slowly? (instance 725),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Virtual Labs,The virtual desktop is running slowly? (instance 726),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
VPN,My VPN won't connect off campus? (instance 727),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Moodle,I cannot log in to Moodle? (instance 728),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Teams,My Teams audio or video isn't working? (instance 729),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Antivirus,My antivirus software won't update? (instance 730),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
